,datadate,sentiment
329,20010424,0.0
330,20010425,0.0
331,20010426,0.0
332,20010427,0.0
333,20010430,0.0
334,20010501,0.0
335,20010502,0.0
336,20010503,0.0
337,20010504,0.0
338,20010507,0.0
339,20010508,0.0
340,20010509,0.0
341,20010510,0.0
342,20010511,0.0
343,20010514,0.0
344,20010515,0.0
345,20010516,0.0
346,20010517,0.0
347,20010518,0.0
348,20010521,0.0
349,20010522,0.0
350,20010523,0.0
351,20010524,0.0
352,20010525,0.0
353,20010529,0.0
354,20010530,0.0
355,20010531,0.0
356,20010601,0.0
357,20010604,0.0
358,20010605,0.0
359,20010606,0.0
360,20010607,0.0
361,20010608,0.0
362,20010611,0.0
363,20010612,0.0
364,20010613,0.0
365,20010614,0.0
366,20010615,0.0
367,20010618,0.0
368,20010619,0.0
369,20010620,0.0
370,20010621,0.0
371,20010622,0.0
372,20010625,0.0
373,20010626,0.0
374,20010627,0.0
375,20010628,0.0
376,20010629,0.0
377,20010702,0.0
378,20010703,0.0
379,20010705,0.0
380,20010706,0.0
381,20010709,0.0
382,20010710,0.0
383,20010711,0.0
384,20010712,0.0
385,20010713,0.0
386,20010716,0.0
387,20010717,0.0
388,20010718,0.0
389,20010719,0.0
390,20010720,0.0
391,20010723,0.0
392,20010724,0.0
393,20010725,0.0
394,20010726,0.0
395,20010727,0.0
396,20010730,0.0
397,20010731,0.0
398,20010801,0.0
399,20010802,0.0
400,20010803,0.0
401,20010806,0.0
402,20010807,0.0
403,20010808,0.0
404,20010809,0.0
405,20010810,0.0
406,20010813,0.0
407,20010814,0.0
408,20010815,0.0
409,20010816,0.0
410,20010817,0.0
411,20010820,0.0
412,20010821,0.0
413,20010822,0.0
414,20010823,0.0
415,20010824,0.0
416,20010827,0.0
417,20010828,0.0
418,20010829,0.0
419,20010830,0.0
420,20010831,0.0
421,20010904,0.0
422,20010905,0.0
423,20010906,0.0
424,20010907,0.0
425,20010910,0.0
426,20010917,0.0
427,20010918,0.0
428,20010919,0.0
429,20010920,0.0
430,20010921,0.0
431,20010924,0.0
432,20010925,0.0
433,20010926,0.0
434,20010927,0.0
435,20010928,0.0
436,20011001,0.0
437,20011002,0.0
438,20011003,0.0
439,20011004,0.0
440,20011005,0.0
441,20011008,0.0
442,20011009,0.0
443,20011010,0.0
444,20011011,0.0
445,20011012,0.0
446,20011015,0.0
447,20011016,0.0
448,20011017,0.0
449,20011018,0.0
450,20011019,0.0
451,20011022,0.0
452,20011023,0.0
453,20011024,0.0
454,20011025,0.0
455,20011026,0.0
456,20011029,0.0
457,20011030,0.0
458,20011031,0.0
459,20011101,0.0
460,20011102,0.0
461,20011105,0.0
462,20011106,0.0
463,20011107,0.0
464,20011108,0.0
465,20011109,0.0
466,20011112,0.0
467,20011113,0.0
468,20011114,0.0
469,20011115,0.0
470,20011116,0.0
471,20011119,0.0
472,20011120,0.0
473,20011121,0.0
474,20011123,0.0
475,20011126,0.0
476,20011127,0.0
477,20011128,0.0
478,20011129,0.0
479,20011130,0.0
480,20011203,0.0
481,20011204,0.0
482,20011205,0.0
483,20011206,0.0
484,20011207,0.0
485,20011210,0.0
486,20011211,0.0
487,20011212,0.0
488,20011213,0.0
489,20011214,0.0
490,20011217,0.0
491,20011218,0.0
492,20011219,0.0
493,20011220,0.0
494,20011221,0.0
495,20011224,0.0
496,20011226,0.0
497,20011227,0.0
498,20011228,0.0
499,20011231,0.0
500,20020102,0.0
501,20020103,0.0
502,20020104,0.0
503,20020107,0.0
504,20020108,0.0
505,20020109,0.0
506,20020110,0.0
507,20020111,0.0
508,20020114,0.0
509,20020115,0.0
510,20020116,0.0
511,20020117,0.0
512,20020118,0.0
513,20020122,0.0
514,20020123,0.0
515,20020124,0.0
516,20020125,0.0
517,20020128,0.0
518,20020129,0.0
519,20020130,0.0
520,20020131,0.0
521,20020201,0.0
522,20020204,0.0
523,20020205,0.0
524,20020206,0.0
525,20020207,0.0
526,20020208,0.0
527,20020211,0.0
528,20020212,0.0
529,20020213,0.0
530,20020214,0.0
531,20020215,0.0
532,20020219,0.0
533,20020220,0.0
534,20020221,0.0
535,20020222,0.0
536,20020225,0.0
537,20020226,0.0
538,20020227,0.0
539,20020228,0.0
540,20020301,0.0
541,20020304,0.0
542,20020305,0.0
543,20020306,0.0
544,20020307,0.0
545,20020308,0.0
546,20020311,0.0
547,20020312,0.0
548,20020313,0.0
549,20020314,0.0
550,20020315,0.0
551,20020318,0.0
552,20020319,0.0
553,20020320,0.0
554,20020321,0.0
555,20020322,0.0
556,20020325,0.0
557,20020326,0.0
558,20020327,0.0
559,20020328,0.0
560,20020401,0.0
561,20020402,0.0
562,20020403,0.0
563,20020404,0.0
564,20020405,0.0
565,20020408,0.0
566,20020409,0.0
567,20020410,0.0
568,20020411,0.0
569,20020412,0.0
570,20020415,0.0
571,20020416,0.0
572,20020417,0.0
573,20020418,0.0
574,20020419,0.0
575,20020422,0.0
576,20020423,0.0
577,20020424,0.0
578,20020425,0.0
579,20020426,0.0
580,20020429,0.0
581,20020430,0.0
582,20020501,0.0
583,20020502,0.0
584,20020503,0.0
585,20020506,0.0
586,20020507,0.0
587,20020508,0.0
588,20020509,0.0
589,20020510,0.0
590,20020513,0.0
591,20020514,0.0
592,20020515,0.0
593,20020516,0.0
594,20020517,0.0
595,20020520,0.0
596,20020521,0.0
597,20020522,0.0
598,20020523,0.0
599,20020524,0.0
600,20020528,0.0
601,20020529,0.0
602,20020530,0.0
603,20020531,0.0
604,20020603,0.0
605,20020604,0.0
606,20020605,0.0
607,20020606,0.0
608,20020607,0.0
609,20020610,0.0
610,20020611,0.0
611,20020612,0.0
612,20020613,0.0
613,20020614,0.0
614,20020617,0.0
615,20020618,0.0
616,20020619,0.0
617,20020620,0.0
618,20020621,0.0
619,20020624,0.0
620,20020625,0.0
621,20020626,0.0
622,20020627,0.0
623,20020628,0.0
624,20020701,0.0
625,20020702,0.0
626,20020703,0.0
627,20020705,0.0
628,20020708,0.0
629,20020709,0.0
630,20020710,0.0
631,20020711,0.0
632,20020712,0.0
633,20020715,0.0
634,20020716,0.0
635,20020717,0.0
636,20020718,0.0
637,20020719,0.0
638,20020722,0.0
639,20020723,0.0
640,20020724,0.0
641,20020725,0.0
642,20020726,0.0
643,20020729,0.0
644,20020730,0.0
645,20020731,0.0
646,20020801,0.0
647,20020802,0.0
648,20020805,0.0
649,20020806,0.0
650,20020807,0.0
651,20020808,0.0
652,20020809,0.0
653,20020812,0.0
654,20020813,0.0
655,20020814,0.0
656,20020815,0.0
657,20020816,0.0
658,20020819,0.0
659,20020820,0.0
660,20020821,0.0
661,20020822,0.0
662,20020823,0.0
663,20020826,0.0
664,20020827,0.0
665,20020828,0.0
666,20020829,0.0
667,20020830,0.0
668,20020903,0.0
669,20020904,0.0
670,20020905,0.0
671,20020906,0.0
672,20020909,0.0
673,20020910,0.0
674,20020911,0.0
675,20020912,0.0
676,20020913,0.0
677,20020916,0.0
678,20020917,0.0
679,20020918,0.0
680,20020919,0.0
681,20020920,0.0
682,20020923,0.0
683,20020924,0.0
684,20020925,0.0
685,20020926,0.0
686,20020927,0.0
687,20020930,0.0
688,20021001,0.0
689,20021002,0.0
690,20021003,0.0
691,20021004,0.0
692,20021007,0.0
693,20021008,0.0
694,20021009,0.0
695,20021010,0.0
696,20021011,0.0
697,20021014,0.0
698,20021015,0.0
699,20021016,0.0
700,20021017,0.0
701,20021018,0.0
702,20021021,0.0
703,20021022,0.0
704,20021023,0.0
705,20021024,0.0
706,20021025,0.0
707,20021028,0.0
708,20021029,0.0
709,20021030,0.0
710,20021031,0.0
711,20021101,0.0
712,20021104,0.0
713,20021105,0.0
714,20021106,0.0
715,20021107,0.0
716,20021108,0.0
717,20021111,0.0
718,20021112,0.0
719,20021113,0.0
720,20021114,0.0
721,20021115,0.0
722,20021118,0.0
723,20021119,0.0
724,20021120,0.0
725,20021121,0.0
726,20021122,0.0
727,20021125,0.0
728,20021126,0.0
729,20021127,0.0
730,20021129,0.0
731,20021202,0.0
732,20021203,0.0
733,20021204,0.0
734,20021205,0.0
735,20021206,0.0
736,20021209,0.0
737,20021210,0.0
738,20021211,0.0
739,20021212,0.0
740,20021213,0.0
741,20021216,0.0
742,20021217,0.0
743,20021218,0.0
744,20021219,0.0
745,20021220,0.0
746,20021223,0.0
747,20021224,0.0
748,20021226,0.0
749,20021227,0.0
750,20021230,0.0
751,20021231,0.0
752,20030102,0.0
753,20030103,0.0
754,20030106,0.0
755,20030107,0.0
756,20030108,0.0
757,20030109,0.0
758,20030110,0.0
759,20030113,0.0
760,20030114,0.0
761,20030115,0.0
762,20030116,0.0
763,20030117,0.0
764,20030121,0.0
765,20030122,0.0
766,20030123,0.0
767,20030124,0.0
768,20030127,0.0
769,20030128,0.0
770,20030129,0.0
771,20030130,0.0
772,20030131,0.0
773,20030203,0.0
774,20030204,0.0
775,20030205,0.0
776,20030206,0.0
777,20030207,0.0
778,20030210,0.0
779,20030211,0.0
780,20030212,0.0
781,20030213,0.0
782,20030214,0.0
783,20030218,0.0
784,20030219,0.0
785,20030220,0.0
786,20030221,0.0
787,20030224,0.0
788,20030225,0.0
789,20030226,0.0
790,20030227,0.0
791,20030228,0.0
792,20030303,0.0
793,20030304,0.0
794,20030305,0.0
795,20030306,0.0
796,20030307,0.0
797,20030310,0.0
798,20030311,0.0
799,20030312,0.0
800,20030313,0.0
801,20030314,0.0
802,20030317,0.0
803,20030318,0.0
804,20030319,0.0
805,20030320,0.0
806,20030321,0.0
807,20030324,0.0
808,20030325,0.0
809,20030326,0.0
810,20030327,0.0
811,20030328,0.0
812,20030331,0.0
813,20030401,0.0
814,20030402,0.0
815,20030403,0.0
816,20030404,0.0
817,20030407,0.0
818,20030408,0.0
819,20030409,0.0
820,20030410,0.0
821,20030411,0.0
822,20030414,0.0
823,20030415,0.0
824,20030416,0.0
825,20030417,0.0
826,20030421,0.0
827,20030422,0.0
828,20030423,0.0
829,20030424,0.0
830,20030425,0.0
831,20030428,0.0
832,20030429,0.0
833,20030430,0.0
834,20030501,0.0
835,20030502,0.0
836,20030505,0.0
837,20030506,0.0
838,20030507,0.0
839,20030508,0.0
840,20030509,0.0
841,20030512,0.0
842,20030513,0.0
843,20030514,0.0
844,20030515,0.0
845,20030516,0.0
846,20030519,0.0
847,20030520,0.0
848,20030521,0.0
849,20030522,0.0
850,20030523,0.0
851,20030527,0.0
852,20030528,0.0
853,20030529,0.0
854,20030530,0.0
855,20030602,0.0
856,20030603,0.0
857,20030604,0.0
858,20030605,0.0
859,20030606,0.0
860,20030609,0.0
861,20030610,0.0
862,20030611,0.0
863,20030612,0.0
864,20030613,0.0
865,20030616,0.0
866,20030617,0.0
867,20030618,0.0
868,20030619,0.0
869,20030620,0.0
870,20030623,0.0
871,20030624,0.0
872,20030625,0.0
873,20030626,0.0
874,20030627,0.0
875,20030630,0.0
876,20030701,0.0
877,20030702,0.0
878,20030703,0.0
879,20030707,0.0
880,20030708,0.0
881,20030709,0.0
882,20030710,0.0
883,20030711,0.0
884,20030714,0.0
885,20030715,0.0
886,20030716,0.0
887,20030717,0.0
888,20030718,0.0
889,20030721,0.0
890,20030722,0.0
891,20030723,0.0
892,20030724,0.0
893,20030725,0.0
894,20030728,0.0
895,20030729,0.0
896,20030730,0.0
897,20030731,0.0
898,20030801,0.0
899,20030804,0.0
900,20030805,0.0
901,20030806,0.0
902,20030807,0.0
903,20030808,0.0
904,20030811,0.0
905,20030812,0.0
906,20030813,0.0
907,20030814,0.0
908,20030815,0.0
909,20030818,0.0
910,20030819,0.0
911,20030820,0.0
912,20030821,0.0
913,20030822,0.0
914,20030825,0.0
915,20030826,0.0
916,20030827,0.0
917,20030828,0.0
918,20030829,0.0
919,20030902,0.0
920,20030903,0.0
921,20030904,0.0
922,20030905,0.0
923,20030908,0.0
924,20030909,0.0
925,20030910,0.0
926,20030911,0.0
927,20030912,0.0
928,20030915,0.0
929,20030916,0.0
930,20030917,0.0
931,20030918,0.0
932,20030919,0.0
933,20030922,0.0
934,20030923,0.0
935,20030924,0.0
936,20030925,0.0
937,20030926,0.0
938,20030929,0.0
939,20030930,0.0
940,20031001,0.0
941,20031002,0.0
942,20031003,0.0
943,20031006,0.0
944,20031007,0.0
945,20031008,0.0
946,20031009,0.0
947,20031010,0.0
948,20031013,0.0
949,20031014,0.0
950,20031015,0.0
951,20031016,0.0
952,20031017,0.0
953,20031020,0.0
954,20031021,0.0
955,20031022,0.0
956,20031023,0.0
957,20031024,0.0
958,20031027,0.0
959,20031028,0.0
960,20031029,0.0
961,20031030,0.0
962,20031031,0.0
963,20031103,0.0
964,20031104,0.0
965,20031105,0.0
966,20031106,0.0
967,20031107,0.0
968,20031110,0.0
969,20031111,0.0
970,20031112,0.0
971,20031113,0.0
972,20031114,0.0
973,20031117,0.0
974,20031118,0.0
975,20031119,0.0
976,20031120,0.0
977,20031121,0.0
978,20031124,0.0
979,20031125,0.0
980,20031126,0.0
981,20031128,0.0
982,20031201,0.0
983,20031202,0.0
984,20031203,0.0
985,20031204,0.0
986,20031205,0.0
987,20031208,0.0
988,20031209,0.0
989,20031210,0.0
990,20031211,0.0
991,20031212,0.0
992,20031215,0.0
993,20031216,0.0
994,20031217,0.0
995,20031218,0.0
996,20031219,0.0
997,20031222,0.0
998,20031223,0.0
999,20031224,0.0
1000,20031226,0.0
1001,20031229,0.0
1002,20031230,0.0
1003,20031231,0.0
1004,20040102,0.0
1005,20040105,0.0
1006,20040106,0.0
1007,20040107,0.0
1008,20040108,0.0
1009,20040109,0.0
1010,20040112,0.0
1011,20040113,0.0
1012,20040114,0.0
1013,20040115,0.0
1014,20040116,0.0
1015,20040120,0.0
1016,20040121,0.0
1017,20040122,0.0
1018,20040123,0.0
1019,20040126,0.0
1020,20040127,0.0
1021,20040128,0.0
1022,20040129,0.0
1023,20040130,0.0
1024,20040202,0.0
1025,20040203,0.0
1026,20040204,0.0
1027,20040205,0.0
1028,20040206,0.0
1029,20040209,0.0
1030,20040210,0.0
1031,20040211,0.0
1032,20040212,0.0
1033,20040213,0.0
1034,20040217,0.0
1035,20040218,0.0
1036,20040219,0.0
1037,20040220,0.0
1038,20040223,0.0
1039,20040224,0.0
1040,20040225,0.0
1041,20040226,0.0
1042,20040227,0.0
1043,20040301,0.0
1044,20040302,0.0
1045,20040303,0.0
1046,20040304,0.0
1047,20040305,0.0
1048,20040308,0.0
1049,20040309,0.0
1050,20040310,0.0
1051,20040311,0.0
1052,20040312,0.0
1053,20040315,0.0
1054,20040316,0.0
1055,20040317,0.0
1056,20040318,0.0
1057,20040319,0.0
1058,20040322,0.0
1059,20040323,0.0
1060,20040324,0.0
1061,20040325,0.0
1062,20040326,0.0
1063,20040329,0.0
1064,20040330,0.0
1065,20040331,0.0
1066,20040401,0.0
1067,20040402,0.0
1068,20040405,0.0
1069,20040406,0.0
1070,20040407,0.0
1071,20040408,0.0
1072,20040412,0.0
1073,20040413,0.0
1074,20040414,0.0
1075,20040415,0.0
1076,20040416,0.0
1077,20040419,0.0
1078,20040420,0.0
1079,20040421,0.0
1080,20040422,0.0
1081,20040423,0.0
1082,20040426,0.0
1083,20040427,0.0
1084,20040428,0.0
1085,20040429,0.0
1086,20040430,0.0
1087,20040503,0.0
1088,20040504,0.0
1089,20040505,0.0
1090,20040506,0.0
1091,20040507,0.0
1092,20040510,0.0
1093,20040511,0.0
1094,20040512,0.0
1095,20040513,0.0
1096,20040514,0.0
1097,20040517,0.0
1098,20040518,0.0
1099,20040519,0.0
1100,20040520,0.0
1101,20040521,0.0
1102,20040524,0.0
1103,20040525,0.0
1104,20040526,0.0
1105,20040527,0.0
1106,20040528,0.0
1107,20040601,0.0
1108,20040602,0.0
1109,20040603,0.0
1110,20040604,0.0
1111,20040607,0.0
1112,20040608,0.0
1113,20040609,0.0
1114,20040610,0.0
1115,20040614,0.0
1116,20040615,0.0
1117,20040616,0.0
1118,20040617,0.0
1119,20040618,0.0
1120,20040621,0.0
1121,20040622,0.0
1122,20040623,0.0
1123,20040624,0.0
1124,20040625,0.0
1125,20040628,0.0
1126,20040629,0.0
1127,20040630,0.0
1128,20040701,0.0
1129,20040702,0.0
1130,20040706,0.0
1131,20040707,0.0
1132,20040708,0.0
1133,20040709,0.0
1134,20040712,0.0
1135,20040713,0.0
1136,20040714,0.0
1137,20040715,0.0
1138,20040716,0.0
1139,20040719,0.0
1140,20040720,0.0
1141,20040721,0.0
1142,20040722,0.0
1143,20040723,0.0
1144,20040726,0.0
1145,20040727,0.0
1146,20040728,0.0
1147,20040729,0.0
1148,20040730,0.0
1149,20040802,0.0
1150,20040803,0.0
1151,20040804,0.0
1152,20040805,0.0
1153,20040806,0.0
1154,20040809,0.0
1155,20040810,0.0
1156,20040811,0.0
1157,20040812,0.0
1158,20040813,0.0
1159,20040816,0.0
1160,20040817,0.0
1161,20040818,0.0
1162,20040819,0.0
1163,20040820,0.0
1164,20040823,0.0
1165,20040824,0.0
1166,20040825,0.0
1167,20040826,0.0
1168,20040827,0.0
1169,20040830,0.0
1170,20040831,0.0
1171,20040901,0.0
1172,20040902,0.0
1173,20040903,0.0
1174,20040907,0.0
1175,20040908,0.0
1176,20040909,0.0
1177,20040910,0.0
1178,20040913,0.0
1179,20040914,0.0
1180,20040915,0.0
1181,20040916,0.0
1182,20040917,0.0
1183,20040920,0.0
1184,20040921,0.0
1185,20040922,0.0
1186,20040923,0.0
1187,20040924,0.0
1188,20040927,0.0
1189,20040928,0.0
1190,20040929,0.0
1191,20040930,0.0
1192,20041001,0.0
1193,20041004,0.0
1194,20041005,0.0
1195,20041006,0.0
1196,20041007,0.0
1197,20041008,0.0
1198,20041011,0.0
1199,20041012,0.0
1200,20041013,0.0
1201,20041014,0.0
1202,20041015,0.0
1203,20041018,0.0
1204,20041019,0.0
1205,20041020,0.0
1206,20041021,0.0
1207,20041022,0.0
1208,20041025,0.0
1209,20041026,0.0
1210,20041027,0.0
1211,20041028,0.0
1212,20041029,0.0
1213,20041101,0.0
1214,20041102,0.0
1215,20041103,0.0
1216,20041104,0.0
1217,20041105,0.0
1218,20041108,0.0
1219,20041109,0.0
1220,20041110,0.0
1221,20041111,0.0
1222,20041112,0.0
1223,20041115,0.0
1224,20041116,0.0
1225,20041117,0.0
1226,20041118,0.0
1227,20041119,0.0
1228,20041122,0.0
1229,20041123,0.0
1230,20041124,0.0
1231,20041126,0.0
1232,20041129,0.0
1233,20041130,0.0
1234,20041201,0.0
1235,20041202,0.0
1236,20041203,0.0
1237,20041206,0.0
1238,20041207,0.0
1239,20041208,0.0
1240,20041209,0.0
1241,20041210,0.0
1242,20041213,0.0
1243,20041214,0.0
1244,20041215,0.0
1245,20041216,0.0
1246,20041217,0.0
1247,20041220,0.0
1248,20041221,0.0
1249,20041222,0.0
1250,20041223,0.0
1251,20041227,0.0
1252,20041228,0.0
1253,20041229,0.0
1254,20041230,0.0
1255,20041231,0.0
1256,20050103,0.0
1257,20050104,0.0
1258,20050105,0.0
1259,20050106,0.0
1260,20050107,0.0
1261,20050110,0.0
1262,20050111,0.0
1263,20050112,0.0
1264,20050113,0.0
1265,20050114,0.0
1266,20050118,0.0
1267,20050119,0.0
1268,20050120,0.0
1269,20050121,0.0
1270,20050124,0.0
1271,20050125,0.0
1272,20050126,0.0
1273,20050127,0.0
1274,20050128,0.0
1275,20050131,0.0
1276,20050201,0.0
1277,20050202,0.0
1278,20050203,0.0
1279,20050204,0.0
1280,20050207,0.0
1281,20050208,0.0
1282,20050209,0.0
1283,20050210,0.0
1284,20050211,0.0
1285,20050214,0.0
1286,20050215,0.0
1287,20050216,0.0
1288,20050217,0.0
1289,20050218,0.0
1290,20050222,0.0
1291,20050223,0.0
1292,20050224,0.0
1293,20050225,0.0
1294,20050228,0.0
1295,20050301,0.0
1296,20050302,0.0
1297,20050303,0.0
1298,20050304,0.0
1299,20050307,0.0
1300,20050308,0.0
1301,20050309,0.0
1302,20050310,0.0
1303,20050311,0.0
1304,20050314,0.0
1305,20050315,0.0
1306,20050316,0.0
1307,20050317,0.0
1308,20050318,0.0
1309,20050321,0.0
1310,20050322,0.0
1311,20050323,0.0
1312,20050324,0.0
1313,20050328,0.0
1314,20050329,0.0
1315,20050330,0.0
1316,20050331,0.0
1317,20050401,0.0
1318,20050404,0.0
1319,20050405,0.0
1320,20050406,0.0
1321,20050407,0.0
1322,20050408,0.0
1323,20050411,0.0
1324,20050412,0.0
1325,20050413,0.0
1326,20050414,0.0
1327,20050415,0.0
1328,20050418,0.0
1329,20050419,0.0
1330,20050420,0.0
1331,20050421,0.0
1332,20050422,0.0
1333,20050425,0.0
1334,20050426,0.0
1335,20050427,0.0
1336,20050428,0.0
1337,20050429,0.0
1338,20050502,0.0
1339,20050503,0.0
1340,20050504,0.0
1341,20050505,0.0
1342,20050506,0.0
1343,20050509,0.0
1344,20050510,0.0
1345,20050511,0.0
1346,20050512,0.0
1347,20050513,0.0
1348,20050516,0.0
1349,20050517,0.0
1350,20050518,0.0
1351,20050519,0.0
1352,20050520,0.0
1353,20050523,0.0
1354,20050524,0.0
1355,20050525,0.0
1356,20050526,0.0
1357,20050527,0.0
1358,20050531,0.0
1359,20050601,0.0
1360,20050602,0.0
